Date,Adj Close,Close,High,Low,Open,Volume,VIX,puntaje_sent_fin_pos,puntaje_sent_fin_neu,puntaje_sent_fin_neg,recom_inv_llm,rows_per_day,has_news,Sentiment_gpt,Scaled_sentiment,News_flag
2023-08-03,51.690032958984375,53.086666107177734,53.16666793823242,52.836666107177734,53.00666809082031,13202700,15.920000076293945,0.0690021440386772,0.8751453757286072,0.0558524541556835,2.5,12.0,1,3.4,0.600025,1.0
2023-08-04,51.39143753051758,52.779998779296875,53.41666793823242,52.6533317565918,53.253334045410156,14262000,17.100000381469727,0.0491366945207119,0.0151822306215763,0.935681164264679,2.5,2.0,1,3.5,0.6250249999999999,1.0
2023-08-07,52.08924102783203,53.496665954589844,53.73666763305664,53.03666687011719,53.16666793823242,14268900,15.770000457763672,0.0,0.0,0.0,0.0,0.0,0,3.3333333333333335,0.5833583333333334,1.0
2023-08-08,52.14117431640625,53.54999923706055,53.87333297729492,53.16999816894531,53.663333892822266,11017500,15.989999771118164,0.0,0.0,0.0,0.0,0.0,0,3.1666666666666665,0.5416916666666667,1.0
2023-08-09,52.225563049316406,53.63666534423828,54.03333282470703,53.56999969482422,53.63666534423828,13209600,15.960000038146973,0.0,0.0,0.0,0.0,0.0,0,4.2,0.800025,1.0
2023-08-10,52.199501037597656,53.41999816894531,53.91666793823242,53.34333419799805,53.5966682434082,15169500,15.850000381469727,0.0,0.0,0.0,0.0,0.0,0,3.7142857142857144,0.6785964285714285,1.0
2023-08-11,52.50568389892578,53.733333587646484,53.94333267211914,53.366668701171875,53.516666412353516,14195100,14.84000015258789,0.0,0.0,0.0,0.0,0.0,0,3.7777777777777777,0.6944694444444444,1.0
2023-08-14,52.11481475830078,53.33333206176758,54.2599983215332,53.060001373291016,54.0,20813700,14.819999694824219,0.068712368607521,0.8673102855682373,0.0639773160219192,2.5714285714285716,7.0,1,3.217391304347826,0.5543728260869565,1.0
2023-08-15,51.84772872924805,53.060001373291016,53.5966682434082,52.973331451416016,53.18000030517578,14559300,16.459999084472656,0.0,0.0,0.0,0.0,0.0,0,3.7777777777777777,0.6944694444444444,1.0
2023-08-16,51.87378692626953,53.086666107177734,53.65666580200195,52.790000915527344,53.293331146240234,26980800,16.780000686645508,0.0,0.0,0.0,0.0,0.0,0,3.3684210526315788,0.5921302631578946,1.0
2023-08-17,50.710975646972656,51.89666748046875,53.71333312988281,51.67333221435547,53.633331298828125,53614200,17.889999389648438,0.5921509488382273,0.1442265378104315,0.2636225451197889,4.0,18.0,1,3.657142857142857,0.6643107142857143,1.0
2023-08-18,51.440582275390625,52.643333435058594,53.223331451416016,51.77000045776367,51.77000045776367,27954900,17.299999237060547,0.0293300524353981,0.0862235352396965,0.884446382522583,3.0,1.0,1,3.625,0.6562749999999999,1.0
2023-08-21,51.30377960205078,52.503334045410156,52.9466667175293,52.3466682434082,52.543331146240234,15679200,17.1299991607666,0.0,0.0,0.0,0.0,0.0,0,3.4444444444444446,0.6111361111111111,1.0
2023-08-22,51.140926361083984,52.336666107177734,52.436668395996094,52.08000183105469,52.323333740234375,16670700,16.969999313354492,0.04825405445363779,0.8131811088985867,0.13856481057074332,3.5555555555555554,9.0,1,4.375,0.8437749999999999,1.0
2023-08-23,51.49595642089844,52.70000076293945,52.79999923706055,52.16999816894531,52.20333480834961,14210400,15.979999542236328,0.0,0.0,0.0,0.0,0.0,0,3.0,0.5000249999999999,1.0
2023-08-24,51.101837158203125,52.29666519165039,53.07666778564453,52.27333450317383,52.709999084472656,14033100,17.200000762939453,0.026622995734214748,0.8617497384548187,0.11162726953625675,3.5,2.0,1,3.5384615384615383,0.6346403846153845,1.0
2023-08-25,51.40475082397461,52.606666564941406,52.68000030517578,52.18000030517578,52.393333435058594,12267000,15.680000305175781,0.0337889567017555,0.4637825191020965,0.5024285316467285,5.0,1.0,1,3.625,0.6562749999999999,1.0
